date,WCS_CAD_per_m3
2023-06-24,
2023-06-25,
2023-06-26,1.3155
2023-06-27,1.3192
2023-06-28,1.3258
2023-06-29,1.3252
2023-06-30,1.3242
2023-07-01,
2023-07-02,
2023-07-03,1.325
2023-07-04,1.3223
2023-07-05,1.3282
2023-07-06,1.3368
2023-07-07,1.3274
2023-07-08,
2023-07-09,
2023-07-10,1.328
2023-07-11,1.3231
2023-07-12,1.3187
2023-07-13,1.311
2023-07-14,1.3216
2023-07-15,
2023-07-16,
2023-07-17,1.3199
2023-07-18,1.3169
2023-07-19,1.3164
2023-07-20,1.3172
2023-07-21,1.3224
2023-07-22,
2023-07-23,
2023-07-24,1.3168
2023-07-25,1.3172
2023-07-26,1.3208
2023-07-27,1.3224
2023-07-28,1.3237
2023-07-29,
2023-07-30,
2023-07-31,1.319
2023-08-01,1.3281
2023-08-02,1.335
2023-08-03,1.3353
2023-08-04,1.3379
2023-08-05,
2023-08-06,
2023-08-07,1.337
2023-08-08,1.3419
2023-08-09,1.3419
2023-08-10,1.3449
2023-08-11,1.344
2023-08-12,
2023-08-13,
2023-08-14,1.3461
2023-08-15,1.3498
2023-08-16,1.3533
2023-08-17,1.3546
2023-08-18,1.3553
2023-08-19,
2023-08-20,
2023-08-21,1.3544
2023-08-22,1.355
2023-08-23,1.3526
2023-08-24,1.3582
2023-08-25,1.3601
2023-08-26,
2023-08-27,
2023-08-28,1.3599
2023-08-29,
2023-08-30,
2023-08-31,
2023-09-01,1.3592
2023-09-02,
2023-09-03,
2023-09-04,1.3591
2023-09-05,1.3642
2023-09-06,1.3636
2023-09-07,1.3685
2023-09-08,1.364
2023-09-09,
2023-09-10,
2023-09-11,1.3573
2023-09-12,1.3553
2023-09-13,1.3549
2023-09-14,1.3508
2023-09-15,1.3525
2023-09-16,
2023-09-17,
2023-09-18,1.3486
2023-09-19,1.3448
2023-09-20,1.3462
2023-09-21,1.3483
2023-09-22,1.3483
2023-09-23,
2023-09-24,
2023-09-25,1.3454
2023-09-26,1.3517
2023-09-27,1.3498
2023-09-28,1.3487
2023-09-29,1.3577
2023-09-30,
2023-10-01,
2023-10-02,1.3676
2023-10-03,1.3708
2023-10-04,1.3745
2023-10-05,1.3705
2023-10-06,1.3661
2023-10-07,
2023-10-08,
2023-10-09,1.359
2023-10-10,1.3583
2023-10-11,1.3593
2023-10-12,1.369
2023-10-13,1.366
2023-10-14,
2023-10-15,
2023-10-16,1.3611
2023-10-17,1.3648
2023-10-18,1.3716
2023-10-19,1.3719
2023-10-20,1.3715
2023-10-21,
2023-10-22,
2023-10-23,1.3691
2023-10-24,1.3741
2023-10-25,1.3797
2023-10-26,1.3831
2023-10-27,1.387
2023-10-28,
2023-10-29,
2023-10-30,1.3826
2023-10-31,1.3875
