Date,CL=F,BZ=F,GC=F,COP=X,BRL=X,MXN=X,DX-Y.NYB
2019-05-08,62.119998931884766,70.37000274658203,1279.4000244140625,3288.60009765625,3.9686999320983887,19.039939880371094,97.62000274658203
2019-05-09,61.70000076293945,70.38999938964844,1283.5,3291.0,3.926300048828125,19.07069969177246,97.37000274658203
2019-05-10,61.65999984741211,70.62000274658203,1285.699951171875,3274.0,3.9453999996185303,19.22551918029785,97.33000183105469
2019-05-13,61.040000915527344,70.2300033569336,1300.0999755859375,3278.800048828125,3.959700107574463,19.122900009155273,97.31999969482422
2019-05-14,61.779998779296875,71.23999786376953,1294.699951171875,3301.0,3.990499973297119,19.20669937133789,97.52999877929688
2019-05-15,62.02000045776367,71.7699966430664,1296.300048828125,3284.60009765625,3.975100040435791,19.143400192260742,97.56999969482422
2019-05-16,62.869998931884766,72.62000274658203,1285.0,3286.300048828125,3.9999001026153564,19.060800552368164,97.83999633789062
2019-05-17,62.7599983215332,72.20999908447266,1274.5,3306.0,4.046199798583984,19.099199295043945,98.0
2019-05-20,63.099998474121094,71.97000122070312,1276.0999755859375,3320.0,4.097400188446045,19.130599975585938,97.93000030517578
2019-05-21,62.9900016784668,72.18000030517578,1272.0,3350.0,4.094900131225586,19.046300888061523,98.05999755859375
2019-05-23,57.90999984741211,67.76000213623047,1284.800048828125,3300.89990234375,4.036799907684326,18.982799530029297,97.8499984741211
2019-05-24,58.630001068115234,68.69000244140625,1283.0,3375.0,4.038700103759766,19.030799865722656,97.61000061035156
2019-05-28,59.13999938964844,70.11000061035156,1276.5,3357.39990234375,4.042099952697754,19.05299949645996,97.95999908447266
2019-05-29,58.810001373291016,69.44999694824219,1280.5999755859375,3321.800048828125,4.023600101470947,19.183210372924805,98.13999938964844
2019-05-30,56.59000015258789,66.87000274658203,1287.0999755859375,3350.0,3.973400115966797,19.135480880737305,98.13999938964844
2019-05-31,53.5,64.48999786376953,1305.800048828125,3362.0,3.9800000190734863,19.525039672851562,97.75
2019-06-03,53.25,61.279998779296875,1322.699951171875,3304.60009765625,3.9242000579833984,19.61479949951172,97.13999938964844
2019-06-04,53.47999954223633,61.970001220703125,1323.4000244140625,3372.0,3.8840999603271484,19.80331039428711,97.06999969482422
2019-06-05,51.68000030517578,60.630001068115234,1328.300048828125,3372.0,3.853600025177002,19.566850662231445,97.37000274658203
2019-06-06,52.59000015258789,61.66999816894531,1337.5999755859375,3303.0,3.8794000148773193,19.74924087524414,97.02999877929688
2019-06-07,53.9900016784668,63.290000915527344,1341.199951171875,3286.0,3.8784000873565674,19.674280166625977,96.61000061035156
2019-06-10,53.2599983215332,62.290000915527344,1324.699951171875,3266.0,3.876499891281128,19.27910041809082,96.76000213623047
2019-06-11,53.27000045776367,62.290000915527344,1326.4000244140625,3249.89990234375,3.884500026702881,19.204439163208008,96.69000244140625
2019-06-12,51.13999938964844,59.970001220703125,1331.9000244140625,3254.0,3.85509991645813,19.10610008239746,97.0
2019-06-13,52.279998779296875,61.310001373291016,1339.199951171875,3265.0,3.8659000396728516,19.159799575805664,97.01000213623047
2019-06-14,52.5099983215332,62.0099983215332,1340.0999755859375,3266.0,3.8482000827789307,19.181100845336914,97.56999969482422
2019-06-17,51.93000030517578,60.939998626708984,1338.699951171875,3231.800048828125,3.8945000171661377,19.131399154663086,97.55999755859375
2019-06-18,53.900001525878906,62.13999938964844,1346.5999755859375,3287.300048828125,3.88700008392334,19.166200637817383,97.63999938964844
2019-06-19,53.7599983215332,61.81999969482422,1344.5999755859375,3253.0,3.859499931335449,19.122840881347656,97.12000274658203
2019-06-20,56.650001525878906,64.44999694824219,1392.9000244140625,3248.199951171875,3.835400104522705,19.007400512695312,96.62999725341797
2019-06-21,57.43000030517578,65.19999694824219,1396.199951171875,3188.0,3.8376998901367188,18.98889923095703,96.22000122070312
2019-06-24,57.900001525878906,64.86000061035156,1414.300048828125,3184.800048828125,3.820499897003174,19.099069595336914,95.9800033569336
2019-06-25,57.83000183105469,65.05000305175781,1414.9000244140625,3197.300048828125,3.8255999088287354,19.194900512695312,96.16000366210938
2019-06-26,59.380001068115234,66.48999786376953,1411.5999755859375,3188.0,3.8454999923706055,19.218000411987305,96.20999908447266
2019-06-27,59.43000030517578,66.55000305175781,1408.4000244140625,3183.0,3.842900037765503,19.136699676513672,96.19000244140625
2019-06-28,58.470001220703125,66.55000305175781,1409.699951171875,3196.39990234375,3.815999984741211,19.172849655151367,96.12999725341797
2019-07-01,59.09000015258789,65.05999755859375,1385.5999755859375,3211.0,3.8494999408721924,19.136999130249023,96.83999633789062
2019-07-02,56.25,62.400001525878906,1404.5999755859375,3208.0,3.839600086212158,19.099899291992188,96.7300033569336
2019-07-03,57.34000015258789,63.81999969482422,1417.699951171875,3164.300048828125,3.843899965286255,19.04400062561035,96.7699966430664
2019-07-05,57.5099983215332,64.2300033569336,1396.699951171875,3194.0,3.800800085067749,19.00383949279785,97.25
2019-07-08,57.65999984741211,64.11000061035156,1397.0,3207.0,3.8190999031066895,18.99489974975586,97.37999725341797
2019-07-09,57.83000183105469,64.16000366210938,1397.5,3207.199951171875,3.799099922180176,18.933290481567383,97.48999786376953
2019-07-10,60.43000030517578,67.01000213623047,1410.0999755859375,3216.0,3.7990000247955322,19.160459518432617,97.0999984741211
2019-07-11,60.20000076293945,66.5199966430664,1404.300048828125,3204.0,3.7502999305725098,19.12849998474121,97.05000305175781
2019-07-12,60.209999084472656,66.72000122070312,1409.9000244140625,3207.199951171875,3.7548000812530518,19.067289352416992,96.80999755859375
2019-07-15,59.58000183105469,66.4800033569336,1411.4000244140625,3207.199951171875,3.7344000339508057,18.987590789794922,96.93000030517578
2019-07-16,57.619998931884766,64.3499984741211,1409.199951171875,3188.0,3.753700017929077,18.965999603271484,97.4000015258789
2019-07-17,56.779998779296875,63.65999984741211,1421.300048828125,3198.0,3.767199993133545,19.089599609375,97.22000122070312
2019-07-18,55.29999923706055,61.93000030517578,1426.0999755859375,3183.0,3.7618000507354736,19.057899475097656,96.79000091552734
2019-07-19,55.630001068115234,62.470001220703125,1425.0999755859375,3172.0,3.717400074005127,18.95669937133789,97.1500015258789
2019-07-22,56.220001220703125,63.2599983215332,1425.300048828125,3133.699951171875,3.7458999156951904,19.01259994506836,97.26000213623047
2019-07-23,56.77000045776367,63.83000183105469,1420.0999755859375,3172.10009765625,3.739799976348877,19.039199829101562,97.70999908447266
2019-07-24,55.880001068115234,63.18000030517578,1422.800048828125,3184.60009765625,3.77239990234375,19.168399810791016,97.7300033569336
2019-07-25,56.02000045776367,63.38999938964844,1413.9000244140625,3198.0,3.7713000774383545,19.058399200439453,97.81999969482422
2019-07-26,56.20000076293945,63.459999084472656,1418.5,3198.0,3.7751998901367188,19.026199340820312,98.01000213623047
2019-07-29,56.869998931884766,63.709999084472656,1419.5999755859375,3237.0,3.7734999656677246,19.030960083007812,98.04000091552734
2019-07-30,58.04999923706055,64.72000122070312,1429.699951171875,3271.300048828125,3.780100107192993,19.04669952392578,98.05000305175781
2019-07-31,58.58000183105469,65.16999816894531,1426.0999755859375,3296.0,3.789299964904785,19.055400848388672,98.5199966430664
2019-08-01,53.95000076293945,60.5,1420.9000244140625,3289.800048828125,3.8117001056671143,19.136499404907227,98.38999938964844
2019-08-02,55.65999984741211,61.88999938964844,1445.5999755859375,3338.0,3.8373000621795654,19.21030044555664,98.0999984741211
2019-08-05,54.689998626708984,59.810001373291016,1464.5999755859375,3382.0,3.8838999271392822,19.338430404663086,97.5
2019-08-06,53.630001068115234,58.939998626708984,1472.4000244140625,3453.0,3.973099946975708,19.680299758911133,97.62999725341797
2019-08-07,51.09000015258789,56.22999954223633,1507.300048828125,3425.0,3.958699941635132,19.595869064331055,97.54000091552734
2019-08-08,52.540000915527344,57.380001068115234,1497.699951171875,3445.0,3.967400074005127,19.632299423217773,97.62000274658203
2019-08-09,54.5,58.529998779296875,1496.5999755859375,3366.0,3.91759991645813,19.427650451660156,97.48999786376953
2019-08-12,54.93000030517578,58.56999969482422,1505.300048828125,3393.0,3.940200090408325,19.425600051879883,97.37999725341797
2019-08-13,57.099998474121094,61.29999923706055,1502.199951171875,3427.89990234375,3.9839000701904297,19.58449935913086,97.80999755859375
2019-08-14,55.22999954223633,59.47999954223633,1515.9000244140625,3393.5,3.962399959564209,19.378740310668945,97.98999786376953
2019-08-15,54.470001220703125,58.22999954223633,1519.5999755859375,3446.199951171875,4.050300121307373,19.654659271240234,98.13999938964844
2019-08-16,54.869998931884766,58.63999938964844,1512.5,3437.199951171875,3.9900999069213867,19.598600387573242,98.13999938964844
2019-08-19,56.209999084472656,59.7400016784668,1500.4000244140625,3439.5,4.0046000480651855,19.622299194335938,98.3499984741211
2019-08-20,56.34000015258789,60.029998779296875,1504.5999755859375,3427.0,4.073200225830078,19.87310028076172,98.19000244140625
2019-08-21,55.68000030517578,60.29999923706055,1504.5999755859375,3419.199951171875,4.051700115203857,19.750499725341797,98.30000305175781
2019-08-22,55.349998474121094,59.91999816894531,1497.300048828125,3377.10009765625,4.02400016784668,19.671899795532227,98.16999816894531
2019-08-23,54.16999816894531,59.34000015258789,1526.5999755859375,3374.0,4.067999839782715,19.799699783325195,97.63999938964844
2019-08-26,53.63999938964844,58.70000076293945,1526.300048828125,3290.0,4.126200199127197,20.00429916381836,98.08000183105469
2019-08-27,54.93000030517578,59.5099983215332,1541.0,3431.0,4.151500225067139,19.93589973449707,98.0
